,cut,color,clarity,carat_weight,cut_quality,symmetry,polish,meas_width,girdle_min,girdle_max,total_sales_price,chosen_class,actual_class
27,Round,K,I1,0.31,Excellent,Very Good,Very Good,4.33,unknown,unknown,266,a,a
28,Round,L,I2,0.31,Excellent,Excellent,Excellent,4.35,M,STK,268,a,a
29,Round,M,SI2,0.3,Excellent,Excellent,Excellent,4.31,unknown,unknown,274,a,a
30,Round,G,VS1,0.13,Very Good,Very Good,Excellent,3.31,VTN,M,278,b,a
31,Round,I,VS2,0.14,Very Good,Very Good,Very Good,3.46,M,M,282,a,a
32,Round,F,SI2,0.18,Very Good,Very Good,Very Good,3.61,M,TK,284,a,a
33,Round,E,VVS2,0.12,Very Good,Very Good,Very Good,3.16,M,M,284,a,a
34,Round,E,VVS2,0.12,Very Good,Very Good,Very Good,3.24,M,M,284,a,a
35,Round,I,SI1,0.18,Excellent,Excellent,Excellent,3.72,TN,M,288,a,a
36,Round,D,VVS2,0.12,Very Good,Very Good,Very Good,3.22,TN,M,290,b,a
37,Round,M,I1,0.34,Very Good,Very Good,Very Good,4.49,TN,TK,300,a,a
38,Round,D,VS1,0.13,Very Good,Very Good,Very Good,3.26,M,M,302,a,a
39,Round,M,SI1,0.3,Excellent,Excellent,Excellent,4.27,unknown,unknown,306,a,a
40,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.27,unknown,unknown,312,a,a
41,Round,I,VVS2,0.14,Very Good,Very Good,Very Good,3.32,STK,TK,312,a,a
42,Round,E,VVS2,0.13,Very Good,Very Good,Very Good,3.37,M,STK,314,a,a
43,Round,E,VVS2,0.13,Excellent,Very Good,Very Good,3.31,M,M,314,a,a
44,Round,E,VVS2,0.13,Very Good,Very Good,Very Good,3.23,M,STK,314,a,a
45,Round,M,VS2,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,320,a,a
46,Round,H,VVS2,0.14,Excellent,Very Good,Excellent,0.0,unknown,unknown,324,b,a
47,Marquise,unknown,I1,0.3,unknown,Good,Good,3.24,unknown,unknown,324,b,a
48,Pear,K,VS1,0.32,unknown,Excellent,Excellent,3.89,unknown,unknown,324,a,a
49,Round,E,VS1,0.14,Excellent,Very Good,Very Good,0.0,unknown,unknown,326,b,a
50,Round,D,VVS1,0.13,Very Good,Very Good,Very Good,3.4,M,M,326,a,a
51,Emerald,H,I2,0.39,unknown,Very Good,Very Good,3.84,M,STK,328,b,a
52,Round,G,I3,0.42,Excellent,Excellent,Excellent,4.78,M,STK,328,b,a
53,Round,E,VVS1,0.12,Excellent,Excellent,Excellent,3.2,M,M,328,b,a
54,Round,D,VVS2,0.12,Excellent,Excellent,Very Good,3.22,TN,M,328,b,a
55,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.19,unknown,unknown,328,a,a
56,Round,F,VVS1,0.14,Very Good,Very Good,Very Good,0.0,unknown,unknown,330,b,a
57,Round,E,VVS2,0.14,Very Good,Very Good,Very Good,0.0,unknown,unknown,330,b,a
58,Round,F,VVS2,0.14,Very Good,Very Good,Very Good,0.0,unknown,unknown,330,b,a
59,Round,M,VVS2,0.24,Excellent,Very Good,Very Good,4.0,unknown,unknown,332,a,a
60,Round,G,VVS1,0.14,Very Good,Very Good,Very Good,3.42,TN,M,332,a,a
61,Princess,J,I1,0.3,unknown,Very Good,Excellent,3.49,XTK,XTK,336,b,a
62,Round,K,I1,0.3,Excellent,Excellent,Excellent,4.36,unknown,unknown,336,a,a
63,Round,K,I1,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,336,a,a
64,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,336,a,a
65,Pear,M,VVS1,0.34,unknown,Very Good,Excellent,3.88,unknown,unknown,338,a,a
66,Round,M,VS1,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,338,a,a
67,Round,G,IF,0.14,Excellent,Very Good,Excellent,3.41,M,M,338,b,a
68,Round,D,VS2,0.18,Excellent,Very Good,Very Good,3.6,unknown,unknown,342,a,a
69,Princess,J,SI2,0.32,unknown,Very Good,Very Good,3.85,TN,TK,344,a,a
70,Round,M,VS2,0.3,Excellent,Very Good,Excellent,4.27,unknown,unknown,344,a,a
71,Round,M,VS1,0.35,Excellent,Excellent,Excellent,4.55,unknown,unknown,346,a,a
72,Round,L,VS2,0.3,Excellent,Very Good,Excellent,4.32,STK,STK,346,a,a
73,Pear,I,VVS2,0.19,unknown,Very Good,Very Good,3.23,unknown,unknown,346,a,a
74,Round,M,SI1,0.32,Excellent,Excellent,Very Good,4.35,unknown,unknown,346,a,a
75,Round,M,SI1,0.3,Excellent,Very Good,Excellent,4.31,M,STK,348,a,a
76,Round,F,VVS2,0.13,Very Good,Very Good,Very Good,3.24,unknown,unknown,348,a,a
77,Round,M,VS2,0.34,Excellent,Excellent,Excellent,4.46,unknown,unknown,352,a,a
78,Round,E,VVS1,0.14,Very Good,Very Good,Very Good,3.39,M,STK,352,a,a
79,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.38,unknown,unknown,354,a,a
80,Emerald,K,VS1,0.31,unknown,Very Good,Very Good,3.5,M,TK,358,a,a
81,Round,H,SI3,0.29,Very Good,Very Good,Very Good,0.0,unknown,unknown,358,b,a
82,Pear,J,VS2,0.3,unknown,Very Good,Excellent,3.72,TN,TN,360,a,a
83,Round,M,SI1,0.3,Excellent,Excellent,Excellent,4.32,M,STK,360,a,a
84,Round,G,SI1,0.18,Excellent,Very Good,Very Good,3.62,unknown,unknown,360,a,a
85,Round,G,SI1,0.18,Excellent,Very Good,Very Good,3.7,unknown,unknown,360,a,a
86,Round,K,SI2,0.3,Very Good,Excellent,Excellent,4.23,STK,TK,364,a,a
87,Oval,L,SI1,0.35,unknown,Very Good,Excellent,3.81,STK,VTK,364,b,a
88,Round,L,SI1,0.3,Very Good,Excellent,Excellent,4.28,STK,STK,364,a,a
89,Round,L,SI1,0.3,Excellent,Very Good,Very Good,4.32,M,STK,368,a,a
90,Marquise,K,SI2,0.31,unknown,Very Good,Very Good,3.41,TK,VTK,370,b,a
91,Round,E,VS1,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,370,b,a
92,Round,J,SI1,0.3,Very Good,Very Good,Excellent,4.2,unknown,unknown,370,a,a
93,Marquise,K,VS2,0.33,unknown,Very Good,Very Good,3.68,unknown,unknown,370,a,a
94,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.24,STK,TK,370,a,a
95,Pear,I,SI2,0.3,unknown,Very Good,Excellent,3.72,unknown,unknown,372,a,a
96,Princess,M,VS1,0.31,unknown,Very Good,Excellent,3.67,STK,TK,372,a,a
97,Round,M,SI1,0.3,Very Good,Very Good,Very Good,4.32,unknown,unknown,372,a,a
98,Round,F,I2,0.31,Excellent,Excellent,Excellent,4.44,TN,STK,374,a,a
99,Round,I,I1,0.3,Excellent,Very Good,Very Good,4.28,STK,M,374,a,a
100,Round,G,I1,0.3,Very Good,Excellent,Excellent,4.22,unknown,unknown,376,a,a
101,Round,F,I1,0.3,Very Good,Very Good,Excellent,4.25,unknown,unknown,376,a,a
102,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.33,M,M,376,a,a
103,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.3,M,STK,378,a,a
104,Round,F,I1,0.33,Excellent,Excellent,Excellent,4.42,unknown,unknown,378,a,a
105,Round,I,I1,0.3,Excellent,Excellent,Excellent,0.0,M,STK,378,b,a
106,Round,D,SI1,0.18,Very Good,Excellent,Very Good,3.7,unknown,unknown,378,a,a
107,Round,K,I1,0.33,Excellent,Excellent,Excellent,4.45,unknown,unknown,380,a,a
108,Round,F,VVS1,0.15,Excellent,Very Good,Excellent,0.0,unknown,unknown,380,b,a
109,Round,G,VVS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,b,a
110,Round,F,VS2,0.15,Excellent,Very Good,Very Good,0.0,unknown,unknown,380,b,a
111,Round,D,VS1,0.15,Excellent,Very Good,Very Good,0.0,unknown,unknown,380,b,a
112,Round,D,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,b,a
113,Round,E,VS2,0.15,Excellent,Excellent,Excellent,0.0,unknown,unknown,380,b,a
114,Round,D,VS1,0.15,Excellent,Very Good,Very Good,0.0,unknown,unknown,380,b,a
115,Round,F,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,b,a
116,Round,E,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,b,a
117,Round,E,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,b,a
118,Emerald,L,SI1,0.36,unknown,Excellent,Very Good,3.32,STK,STK,382,a,a
119,Round,J,SI1,0.19,Excellent,Excellent,Excellent,3.7,M,M,382,a,a
120,Round,G,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,382,b,a
121,Heart,L,VVS1,0.32,unknown,Very Good,Excellent,4.78,unknown,unknown,382,b,a
122,Pear,K,SI1,0.3,unknown,Very Good,Excellent,3.72,unknown,unknown,384,a,a
123,Round,J,I1,0.3,Very Good,Excellent,Excellent,4.28,unknown,unknown,384,a,a
124,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.35,M,STK,384,a,a
125,Round,J,VVS1,0.18,Excellent,Excellent,Excellent,3.72,TN,M,384,a,a
126,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.24,unknown,unknown,384,a,a
127,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,386,a,a
128,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,386,a,a
129,Round,I,SI2,0.3,Excellent,Excellent,Very Good,4.3,unknown,unknown,388,a,a
130,Pear,J,SI1,0.3,unknown,Very Good,Excellent,3.63,STK,VTK,390,a,a
131,Round,H,I1,0.31,Excellent,Excellent,Excellent,4.33,M,STK,390,a,a
132,Round,E,I2,0.3,Excellent,Very Good,Excellent,4.32,M,STK,390,a,a
133,Round,M,VVS2,0.3,Excellent,Excellent,Excellent,4.27,unknown,unknown,390,a,a
134,Round,J,SI2,0.3,Very Good,Excellent,Excellent,4.33,unknown,unknown,390,a,a
135,Round,M,VS1,0.32,Very Good,Very Good,Excellent,4.31,M,TK,392,a,a
136,Round,M,VS1,0.32,Excellent,Very Good,Very Good,4.44,M,STK,392,a,a
137,Round,J,SI2,0.32,Excellent,Very Good,Very Good,4.39,unknown,unknown,392,a,a
138,Round,E,SI2,0.18,Excellent,Excellent,Excellent,3.63,M,STK,392,a,a
139,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.29,unknown,unknown,394,a,a
140,Round,L,SI1,0.3,Very Good,Very Good,Very Good,4.26,unknown,unknown,396,a,a
141,Round,H,SI1,0.18,Excellent,Very Good,Excellent,3.66,M,STK,396,a,a
142,Round,L,SI1,0.3,Very Good,Very Good,Very Good,4.39,M,TK,396,a,a
143,Round,I,I1,0.3,Very Good,Excellent,Excellent,4.27,STK,STK,396,a,a
144,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.25,STK,TK,396,a,a
145,Round,H,I1,0.3,Very Good,Very Good,Excellent,4.21,STK,TK,396,a,a
146,Round,L,SI1,0.3,Very Good,Very Good,Excellent,4.2,STK,TK,396,a,a
147,Round,K,SI1,0.3,Very Good,Excellent,Excellent,4.27,TN,TK,398,a,a
148,Round,J,I1,0.35,Excellent,Excellent,Excellent,4.51,STK,STK,398,a,a
149,Round,J,I2,0.3,Excellent,Excellent,Very Good,4.32,M,STK,400,a,a
150,Oval,E,I1,0.3,unknown,Very Good,Excellent,3.84,unknown,unknown,400,a,a
151,Round,J,SI1,0.21,Excellent,Excellent,Excellent,3.85,M,STK,400,a,a
152,Round,D,SI1,0.19,Excellent,Excellent,Excellent,3.77,unknown,unknown,400,a,a
153,Round,J,VS1,0.23,Very Good,Very Good,Excellent,3.86,unknown,unknown,400,a,a
154,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.29,unknown,unknown,400,a,a
155,Round,M,SI1,0.3,Very Good,Very Good,Very Good,4.21,unknown,unknown,400,a,a
156,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.44,TN,M,402,a,a
157,Round,H,VS1,0.18,Very Good,Very Good,Very Good,3.7,STK,TK,402,a,a
158,Round,E,VS2,0.17,Very Good,Very Good,Very Good,3.54,STK,STK,402,a,a
159,Round,H,I1,0.3,Excellent,Excellent,Very Good,4.28,TN,STK,402,a,a
160,Round,H,I1,0.3,Very Good,Excellent,Excellent,4.28,TK,STK,402,a,a
161,Oval,D,I1,0.31,unknown,Very Good,Very Good,3.79,unknown,unknown,404,a,a
162,Round,L,SI1,0.3,Very Good,Very Good,Excellent,4.3,unknown,unknown,404,a,a
163,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.31,M,STK,404,a,a
164,Round,E,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,b,a
165,Round,F,VVS2,0.16,Excellent,Very Good,Excellent,0.0,unknown,unknown,404,b,a
166,Round,F,VVS2,0.16,Excellent,Excellent,Excellent,0.0,unknown,unknown,404,b,a
167,Round,F,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,b,a
168,Round,F,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,b,a
169,Round,F,VVS2,0.16,Excellent,Excellent,Very Good,0.0,unknown,unknown,404,b,a
170,Round,L,VS2,0.3,Very Good,Excellent,Very Good,4.26,unknown,unknown,404,a,a
171,Oval,J,VS2,0.31,unknown,Very Good,Excellent,3.78,unknown,unknown,404,a,a
172,Round,E,I2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,406,a,a
173,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.27,unknown,unknown,406,a,a
174,Round,F,I2,0.3,Excellent,Very Good,Excellent,4.3,M,STK,406,a,a
175,Round,G,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,406,b,a
176,Marquise,K,VS1,0.38,unknown,Very Good,Excellent,3.69,unknown,unknown,406,a,a
177,Princess,K,VS2,0.31,unknown,Very Good,Very Good,3.38,TK,VTK,408,b,a
178,Round,K,SI1,0.32,Excellent,Excellent,Very Good,4.38,unknown,unknown,408,a,a
179,Marquise,L,VS1,0.31,unknown,Very Good,Very Good,3.7,M,VTK,408,a,a
180,Round,H,I1,0.3,Excellent,Very Good,Excellent,4.31,TN,STK,408,a,a
181,Round,K,VS1,0.23,Very Good,Excellent,Excellent,3.85,M,TK,408,a,a
182,Round,G,I2,0.3,Very Good,Very Good,Excellent,4.28,unknown,unknown,408,a,a
183,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.21,unknown,unknown,408,a,a
184,Princess,I,SI2,0.31,unknown,Very Good,Excellent,3.69,STK,TK,410,a,a
185,Round,F,VS2,0.19,Very Good,Very Good,Very Good,3.7,M,M,412,a,a
186,Round,G,VS2,0.19,Excellent,Very Good,Very Good,3.77,M,M,414,a,a
187,Round,H,I1,0.3,Very Good,Very Good,Very Good,4.21,STK,TK,414,a,a
188,Round,L,VS1,0.32,Excellent,Excellent,Excellent,4.41,M,STK,416,a,a
189,Round,L,SI1,0.4,Excellent,Very Good,Excellent,4.71,unknown,unknown,416,a,a
190,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.38,M,M,416,a,a
191,Princess,G,I1,0.32,unknown,Excellent,Excellent,3.61,unknown,unknown,416,a,a
192,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,420,a,a
193,Round,J,VS2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,480,a,a
194,Round,J,VS2,0.3,Excellent,Excellent,Excellent,4.38,unknown,unknown,480,a,a
195,Round,G,SI2,0.3,Very Good,Very Good,Excellent,4.26,unknown,unknown,480,a,a
196,Round,M,VS1,0.35,Excellent,Excellent,Excellent,4.52,unknown,unknown,480,a,a
197,Oval,M,VS2,0.5,unknown,Very Good,Excellent,4.42,TK,VTK,480,b,a
198,Emerald,E,VVS2,0.19,unknown,Very Good,Very Good,2.69,unknown,unknown,480,a,a
199,Round,M,VVS2,0.33,Excellent,Excellent,Excellent,4.49,M,STK,480,a,a
200,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.29,M,M,480,a,a
201,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,480,a,a
202,Round,L,I1,0.43,Very Good,Excellent,Very Good,4.93,M,STK,482,b,a
203,Round,E,SI1,0.19,Excellent,Excellent,Very Good,0.0,unknown,unknown,482,b,a
204,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.18,unknown,unknown,482,a,a
205,Emerald,I,VS2,0.3,unknown,Very Good,Very Good,3.1,unknown,unknown,482,a,a
206,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.28,unknown,unknown,482,a,a
207,Round,E,VS1,0.18,Very Good,Excellent,Very Good,3.67,unknown,unknown,482,a,a
208,Round,H,I2,0.32,Very Good,Very Good,Very Good,4.43,unknown,unknown,482,a,a
209,Round,M,VS2,0.31,Very Good,Excellent,Excellent,4.37,unknown,unknown,482,a,a
210,Round,G,VVS1,0.18,Excellent,Excellent,Excellent,3.62,M,STK,482,a,a
211,Round,J,SI2,0.23,Excellent,Very Good,Very Good,3.92,M,STK,484,a,a
212,Round,H,SI2,0.31,Excellent,Excellent,Excellent,4.37,M,M,484,a,a
213,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.21,unknown,unknown,484,a,a
214,Round,J,I1,0.4,Very Good,Excellent,Very Good,4.68,unknown,unknown,484,a,a
215,Round,M,SI1,0.34,Excellent,Excellent,Excellent,4.47,unknown,unknown,484,a,a
216,Round,K,SI1,0.31,Excellent,Excellent,Very Good,4.34,M,STK,484,a,a
217,Emerald,E,VS1,0.19,unknown,Very Good,Excellent,2.65,unknown,unknown,484,a,a
218,Emerald,E,VS1,0.19,unknown,Very Good,Very Good,2.84,unknown,unknown,484,a,a
219,Round,L,VS2,0.3,Very Good,Very Good,Very Good,4.27,unknown,unknown,484,a,a
220,Round,G,VVS2,0.18,Very Good,Very Good,Very Good,3.63,unknown,unknown,484,a,a
221,Round,G,VVS2,0.18,Very Good,Very Good,Excellent,3.63,unknown,unknown,484,a,a
222,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,484,a,a
223,Round,D,SI1,0.18,Excellent,Excellent,Excellent,3.72,M,STK,484,a,a
224,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.4,TN,STK,484,a,a
225,Emerald,F,SI1,0.24,unknown,Very Good,Excellent,2.78,unknown,unknown,486,a,a
226,Round,K,SI2,0.35,Excellent,Excellent,Very Good,4.51,M,STK,486,a,a
227,Round,E,SI1,0.19,Excellent,Excellent,Excellent,3.71,M,STK,486,a,a
228,Round,D,SI1,0.19,Excellent,Excellent,Excellent,3.74,unknown,unknown,486,a,a
229,Round,D,SI1,0.19,Excellent,Excellent,Very Good,3.75,unknown,unknown,486,a,a
230,Round,G,VVS2,0.18,Very Good,Very Good,Very Good,3.69,M,VTK,486,a,a
231,Pear,J,SI1,0.3,unknown,Very Good,Very Good,3.57,M,VTK,486,a,a
232,Round,J,SI1,0.3,Very Good,Excellent,Excellent,4.21,unknown,unknown,486,a,a
233,Round,L,VVS1,0.3,Excellent,Excellent,Excellent,4.26,unknown,unknown,486,a,a
234,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.38,unknown,unknown,486,a,a
235,Round,J,SI1,0.3,Excellent,Excellent,Excellent,4.31,unknown,unknown,486,a,a
236,Round,H,SI2,0.3,Excellent,Excellent,Excellent,4.37,unknown,unknown,486,a,a
237,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.18,unknown,unknown,486,a,a
238,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.27,unknown,unknown,486,a,a
239,Emerald,D,VS2,0.19,unknown,Very Good,Excellent,2.81,unknown,unknown,486,b,a
240,Round,M,VS1,0.3,Excellent,Excellent,Excellent,4.36,STK,M,486,a,a
241,Emerald,D,VVS2,0.19,unknown,Very Good,Very Good,2.77,unknown,unknown,486,a,a
242,Round,K,VS2,0.3,Very Good,Very Good,Excellent,4.19,VTN,TK,488,a,a
243,Round,L,SI2,0.37,Excellent,Excellent,Very Good,4.62,M,TK,488,a,a
244,Round,K,VS2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,488,a,a
245,Emerald,D,VS1,0.19,unknown,Very Good,Very Good,2.6,unknown,unknown,488,b,a
246,Oval,J,VS2,0.32,unknown,Very Good,Very Good,3.95,unknown,unknown,490,a,a
247,Round,M,VS2,0.3,Very Good,Excellent,Excellent,4.22,VTN,TK,490,a,a
248,Round,M,VS2,0.3,Very Good,Very Good,Very Good,4.28,STK,TK,490,a,a
249,Round,I,VS1,0.24,Excellent,Excellent,Very Good,3.99,M,STK,490,a,a
250,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.33,M,STK,490,a,a
251,Round,K,I1,0.4,Very Good,Excellent,Excellent,4.68,M,STK,490,a,a
252,Round,D,SI1,0.21,Excellent,Very Good,Very Good,3.82,M,STK,490,a,a
253,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.32,TN,M,490,a,a
254,Round,L,VS2,0.31,Very Good,Very Good,Very Good,4.44,STK,TN,492,a,a
255,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.37,M,STK,492,a,a
256,Round,K,SI2,0.31,Excellent,Excellent,Excellent,4.32,TN,M,492,a,a
257,Round,D,SI1,0.18,Excellent,Excellent,Excellent,3.68,TN,M,492,a,a
258,Emerald,F,SI2,0.3,unknown,Very Good,Very Good,3.29,unknown,unknown,492,a,a
259,Round,E,I2,0.31,Very Good,Very Good,Very Good,4.42,unknown,unknown,492,a,a
260,Round,K,SI2,0.31,Excellent,Excellent,Excellent,4.47,TN,M,492,a,a
261,Princess,K,VS2,0.31,unknown,Very Good,Excellent,3.81,STK,STK,492,a,a
262,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.32,M,STK,492,a,a
263,Emerald,J,VS2,0.3,unknown,Very Good,Very Good,3.26,TN,STK,492,a,a
264,Round,M,SI1,0.4,Excellent,Excellent,Excellent,4.69,unknown,unknown,492,a,a
265,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.2,unknown,unknown,492,a,a
266,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.31,unknown,unknown,492,a,a
267,Emerald,F,VVS1,0.19,unknown,Very Good,Very Good,2.57,unknown,unknown,492,a,a
268,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.29,unknown,unknown,492,a,a
269,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.27,unknown,unknown,492,a,a
270,Round,M,VVS2,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,492,a,a
271,Round,M,VS2,0.35,Excellent,Excellent,Excellent,4.54,M,STK,494,a,a
272,Round,K,SI2,0.33,Excellent,Excellent,Excellent,4.43,unknown,unknown,494,a,a
273,Round,E,VS2,0.19,Very Good,Very Good,Very Good,0.0,M,STK,494,b,a
274,Pear,J,SI1,0.33,unknown,Very Good,Very Good,3.82,TN,TK,494,a,a
275,Round,J,SI1,0.33,Excellent,Excellent,Excellent,4.49,unknown,unknown,494,a,a
276,Round,J,SI1,0.31,Very Good,Very Good,Excellent,4.26,unknown,unknown,494,a,a
277,Round,F,VS1,0.18,Excellent,Excellent,Excellent,3.66,M,STK,494,a,a
278,Heart,J,SI1,0.34,unknown,Very Good,Very Good,4.76,unknown,unknown,496,b,a
279,Emerald,E,SI2,0.3,unknown,Very Good,Very Good,3.26,unknown,unknown,496,a,a
280,Round,D,SI1,0.18,Excellent,Excellent,Excellent,3.65,M,STK,496,a,a
281,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.29,M,STK,496,a,a
282,Round,K,VS2,0.31,Excellent,Excellent,Very Good,4.43,unknown,unknown,496,a,a
283,Emerald,D,VS1,0.19,unknown,Very Good,Very Good,2.8,unknown,unknown,496,a,a
284,Round,H,I1,0.3,Excellent,Excellent,Excellent,4.3,STK,STK,496,a,a
285,Round,E,IF,0.18,Excellent,Excellent,Excellent,3.65,M,STK,496,a,a
286,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,496,a,a
287,Round,L,SI2,0.4,Excellent,Excellent,Excellent,4.75,unknown,unknown,496,a,a
288,Round,L,VS1,0.3,Very Good,Very Good,Excellent,4.2,STK,TK,496,a,a
289,Round,K,VS2,0.3,Excellent,Excellent,Excellent,4.33,M,STK,496,a,a
290,Round,G,VVS1,0.19,Excellent,Excellent,Excellent,3.74,STK,STK,498,a,a
291,Round,G,VVS1,0.19,Excellent,Excellent,Excellent,3.69,M,STK,498,a,a
292,Round,F,I2,0.31,Excellent,Very Good,Very Good,4.33,unknown,unknown,498,a,a
293,Round,G,I1,0.3,Very Good,Very Good,Excellent,4.21,TN,TK,498,a,a
294,Round,I,SI2,0.33,Excellent,Excellent,Excellent,4.41,unknown,unknown,498,a,a
295,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.68,TN,M,498,a,a
