,cut,color,clarity,carat_weight,cut_quality,symmetry,polish,meas_width,girdle_min,girdle_max,total_sales_price,chosen_class,actual_class
52,Round,E,VVS2,0.14,Very Good,Very Good,Very Good,0.0,unknown,unknown,330,c,a
53,Round,M,SI2,0.3,Very Good,Very Good,Very Good,4.2,STK,TK,332,a,a
54,Round,G,VVS1,0.14,Very Good,Very Good,Very Good,3.42,TN,M,332,a,a
55,Round,D,VS2,0.13,Excellent,Excellent,Excellent,3.31,M,M,334,a,a
56,Princess,J,I1,0.3,unknown,Very Good,Excellent,3.49,XTK,XTK,336,b,a
57,Round,H,I1,0.3,Excellent,Excellent,Very Good,4.37,M,M,336,a,a
58,Round,K,I1,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,336,a,a
59,Pear,L,VVS2,0.31,unknown,Very Good,Very Good,3.71,unknown,unknown,336,a,a
60,Round,K,I1,0.3,Very Good,Very Good,Very Good,4.34,unknown,unknown,336,a,a
61,Round,K,I2,0.3,Excellent,Excellent,Excellent,4.29,M,STK,340,a,a
62,Round,M,VS1,0.3,Very Good,Excellent,Excellent,4.27,STK,TK,340,a,a
63,Round,D,SI1,0.18,Very Good,Very Good,Excellent,3.74,TN,STK,342,a,a
64,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,344,a,a
65,Round,M,VS2,0.3,Excellent,Very Good,Excellent,4.27,unknown,unknown,344,a,a
66,Round,K,SI2,0.3,Excellent,Very Good,Excellent,4.26,unknown,unknown,344,a,a
67,Round,L,VS2,0.3,Excellent,Very Good,Excellent,4.32,STK,STK,346,a,a
68,Pear,I,VVS2,0.19,unknown,Very Good,Very Good,3.23,unknown,unknown,346,a,a
69,Round,M,SI1,0.32,Excellent,Excellent,Very Good,4.35,unknown,unknown,346,a,a
70,Round,K,SI2,0.3,Excellent,Very Good,Excellent,4.28,M,STK,350,a,a
71,Round,L,SI2,0.3,Excellent,Very Good,Very Good,4.29,unknown,unknown,352,a,a
72,Round,I,VS1,0.18,Excellent,Very Good,Excellent,3.66,M,STK,352,a,a
73,Oval,L,SI2,0.4,unknown,Very Good,Very Good,3.91,unknown,unknown,352,b,a
74,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.38,unknown,unknown,354,a,a
75,Round,K,SI2,0.3,Very Good,Very Good,Very Good,4.25,unknown,unknown,354,a,a
76,Round,M,SI1,0.33,Very Good,Excellent,Very Good,4.34,M,TK,354,a,a
77,Round,H,SI3,0.29,Very Good,Very Good,Very Good,0.0,unknown,unknown,358,c,a
78,Pear,J,VS2,0.3,unknown,Very Good,Very Good,3.88,unknown,unknown,360,a,a
79,Round,I,VS1,0.18,Excellent,Excellent,Excellent,3.7,M,STK,360,a,a
80,Round,G,SI1,0.18,Excellent,Very Good,Very Good,3.62,unknown,unknown,360,a,a
81,Round,G,SI1,0.18,Excellent,Very Good,Very Good,3.7,unknown,unknown,360,a,a
82,Round,H,SI2,0.25,Very Good,Very Good,Very Good,0.0,unknown,unknown,360,c,a
83,Princess,K,SI1,0.3,unknown,Very Good,Excellent,3.81,TN,TK,360,a,a
84,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.38,M,STK,362,a,a
85,Round,G,I1,0.32,Very Good,Very Good,Very Good,4.37,TN,TK,362,a,a
86,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.35,M,STK,366,a,a
87,Round,F,I1,0.3,Excellent,Excellent,Excellent,4.3,STK,M,366,a,a
88,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.33,unknown,unknown,368,a,a
89,Round,D,VS2,0.14,Excellent,Excellent,Excellent,3.35,TN,M,368,a,a
90,Marquise,L,VS2,0.37,unknown,Very Good,Very Good,3.7,unknown,unknown,368,a,a
91,Round,M,SI1,0.4,Excellent,Excellent,Excellent,4.77,unknown,unknown,370,a,a
92,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,370,a,a
93,Round,K,SI2,0.3,Excellent,Very Good,Excellent,4.36,M,STK,370,a,a
94,Round,L,SI1,0.23,Very Good,Very Good,Excellent,3.9,STK,TK,370,a,a
95,Round,F,VS1,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,370,c,a
96,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,370,a,a
97,Marquise,K,VS2,0.33,unknown,Very Good,Very Good,3.68,unknown,unknown,370,a,a
98,Round,L,SI1,0.31,Very Good,Very Good,Excellent,4.24,unknown,unknown,370,a,a
99,Pear,I,SI2,0.3,unknown,Very Good,Excellent,3.72,unknown,unknown,372,a,a
100,Round,M,SI1,0.31,Excellent,Excellent,Excellent,4.34,M,M,372,a,a
101,Round,M,SI1,0.3,Excellent,Very Good,Very Good,4.34,TN,STK,372,a,a
102,Round,L,SI2,0.3,Excellent,Excellent,Very Good,4.34,unknown,unknown,372,a,a
103,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,376,a,a
104,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.37,TN,M,376,a,a
105,Round,M,SI1,0.3,Very Good,Excellent,Excellent,4.18,TK,M,376,a,a
106,Round,I,I1,0.3,Excellent,Excellent,Excellent,0.0,M,STK,378,c,a
107,Round,M,VS1,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,378,a,a
108,Marquise,J,SI2,0.32,unknown,Very Good,Very Good,3.44,unknown,unknown,380,a,a
109,Round,G,VVS1,0.15,Excellent,Excellent,Excellent,0.0,unknown,unknown,380,c,a
110,Round,G,VVS2,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
111,Round,G,VVS2,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
112,Round,F,VVS1,0.15,Excellent,Very Good,Excellent,0.0,unknown,unknown,380,c,a
113,Round,G,VVS2,0.15,Excellent,Excellent,Excellent,0.0,unknown,unknown,380,c,a
114,Round,D,VS1,0.15,Excellent,Excellent,Excellent,0.0,unknown,unknown,380,c,a
115,Round,D,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
116,Round,F,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
117,Round,E,VS2,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
118,Round,H,I1,0.31,Very Good,Very Good,Very Good,4.33,unknown,unknown,380,a,a
119,Emerald,I,SI2,0.3,unknown,Excellent,Very Good,3.07,unknown,unknown,382,a,a
120,Marquise,L,SI2,0.31,unknown,Very Good,Excellent,3.37,TK,XTK,382,b,a
121,Heart,L,VVS1,0.32,unknown,Very Good,Excellent,4.78,unknown,unknown,382,b,a
122,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.25,unknown,unknown,384,a,a
123,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.24,unknown,unknown,384,a,a
124,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.28,unknown,unknown,386,a,a
125,Emerald,L,SI1,0.37,unknown,Very Good,Very Good,3.56,STK,TK,386,a,a
126,Round,J,SI1,0.3,Very Good,Very Good,Very Good,4.2,unknown,unknown,386,a,a
127,Round,L,VS1,0.3,Very Good,Very Good,Excellent,4.17,M,TK,390,a,a
128,Marquise,G,I1,0.3,unknown,Very Good,Very Good,3.59,unknown,unknown,390,a,a
129,Pear,K,VS2,0.3,unknown,Very Good,Very Good,3.81,TK,VTK,390,b,a
130,Round,L,VS1,0.3,Excellent,Very Good,Excellent,4.22,unknown,unknown,390,a,a
131,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.33,TN,STK,390,a,a
132,Pear,H,SI2,0.3,unknown,Very Good,Very Good,3.67,unknown,unknown,390,a,a
133,Oval,K,SI1,0.4,unknown,Very Good,Excellent,4.11,unknown,unknown,390,b,a
134,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.3,TK,M,394,a,a
135,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.33,TN,STK,396,a,a
136,Round,H,SI1,0.18,Excellent,Very Good,Excellent,3.66,M,STK,396,a,a
137,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.3,M,STK,396,a,a
138,Round,K,SI1,0.23,Excellent,Excellent,Excellent,3.99,M,STK,396,a,a
139,Round,I,I1,0.3,Excellent,Excellent,Very Good,4.3,M,STK,396,a,a
140,Round,I,I1,0.3,Excellent,Very Good,Very Good,4.35,M,STK,396,a,a
141,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.31,M,STK,396,a,a
142,Round,M,I1,0.41,Very Good,Very Good,Very Good,4.72,STK,TK,398,b,a
143,Round,J,I1,0.35,Excellent,Excellent,Excellent,4.51,STK,STK,398,a,a
144,Oval,E,I1,0.3,unknown,Very Good,Excellent,3.84,unknown,unknown,400,a,a
145,Round,K,SI1,0.32,Excellent,Excellent,Excellent,4.43,unknown,unknown,400,a,a
146,Round,D,SI1,0.19,Excellent,Excellent,Excellent,3.77,unknown,unknown,400,a,a
147,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.3,M,M,400,a,a
148,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.29,unknown,unknown,400,a,a
149,Round,E,VS2,0.17,Very Good,Very Good,Very Good,3.54,STK,STK,402,a,a
150,Princess,I,I1,0.31,unknown,Very Good,Very Good,3.49,STK,VTK,404,b,a
151,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.34,STK,STK,404,a,a
152,Round,E,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,c,a
153,Round,E,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,c,a
154,Round,J,SI2,0.3,Excellent,Very Good,Excellent,4.3,unknown,unknown,406,a,a
155,Round,E,I2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,406,a,a
156,Round,G,VVS1,0.16,Excellent,Excellent,Excellent,0.0,unknown,unknown,406,c,a
157,Round,G,VVS2,0.16,Excellent,Very Good,Excellent,0.0,unknown,unknown,406,c,a
158,Round,G,VVS1,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,406,c,a
159,Round,G,VVS2,0.16,Excellent,Very Good,Very Good,0.0,unknown,unknown,406,c,a
160,Round,G,I2,0.3,Very Good,Very Good,Excellent,4.22,M,TK,408,a,a
161,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.31,unknown,unknown,408,a,a
162,Round,G,I2,0.3,Very Good,Very Good,Excellent,4.28,unknown,unknown,408,a,a
163,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.21,unknown,unknown,408,a,a
164,Emerald,J,SI1,0.32,unknown,Very Good,Very Good,3.3,unknown,unknown,410,a,a
165,Marquise,E,I1,0.3,unknown,Very Good,Very Good,3.49,unknown,unknown,412,a,a
166,Round,I,I1,0.3,Very Good,Excellent,Excellent,4.26,unknown,unknown,412,a,a
167,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.74,unknown,unknown,412,a,a
168,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.22,unknown,unknown,414,a,a
169,Pear,I,SI2,0.31,unknown,Very Good,Excellent,0.0,unknown,unknown,414,c,a
170,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.24,M,TK,414,a,a
171,Round,L,SI1,0.38,Excellent,Excellent,Excellent,4.62,STK,STK,416,a,a
172,Pear,J,SI1,0.3,unknown,Very Good,Very Good,3.62,unknown,unknown,416,a,a
173,Round,L,SI1,0.3,Very Good,Very Good,Very Good,4.28,VTN,STK,416,a,a
174,Round,L,VS1,0.23,Excellent,Excellent,Excellent,3.93,M,M,416,a,a
175,Round,M,VS2,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,416,a,a
176,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.34,TN,STK,416,a,a
177,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.36,M,STK,416,a,a
178,Round,J,I1,0.3,Excellent,Excellent,Very Good,4.33,M,STK,418,a,a
179,Pear,L,SI1,0.36,unknown,Very Good,Excellent,3.89,unknown,unknown,418,a,a
180,Round,L,SI2,0.34,Excellent,Excellent,Excellent,4.46,M,STK,418,a,a
181,Round,G,VVS2,0.15,Excellent,Very Good,Very Good,3.43,M,unknown,418,a,a
182,Round,H,VS2,0.18,Very Good,Very Good,Very Good,3.58,TK,TK,418,a,a
183,Round,L,SI1,0.31,Excellent,Excellent,Excellent,4.34,unknown,unknown,418,a,a
184,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,418,a,a
185,Princess,I,SI2,0.3,unknown,Very Good,Excellent,3.54,TK,VTK,420,b,a
186,Round,I,SI2,0.3,Excellent,Very Good,Excellent,4.27,unknown,unknown,420,a,a
187,Round,J,VS2,0.3,Excellent,Excellent,Excellent,4.26,unknown,unknown,480,a,a
188,Princess,K,VVS2,0.3,unknown,Very Good,Very Good,3.62,M,M,480,a,a
189,Round,K,SI1,0.3,Very Good,Excellent,Very Good,4.19,unknown,unknown,480,a,a
190,Round,K,SI1,0.3,Very Good,Very Good,Very Good,4.19,unknown,unknown,480,a,a
191,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.33,TN,M,480,a,a
192,Round,L,I1,0.43,Very Good,Excellent,Very Good,4.93,M,STK,482,b,a
193,Round,L,VVS2,0.32,Excellent,Excellent,Excellent,4.49,unknown,unknown,482,a,a
194,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.18,unknown,unknown,482,a,a
195,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.28,unknown,unknown,482,a,a
196,Round,H,I2,0.32,Very Good,Very Good,Very Good,4.43,unknown,unknown,482,a,a
197,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,482,a,a
198,Round,M,VVS1,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,482,a,a
199,Round,J,SI2,0.31,Excellent,Excellent,Excellent,4.35,unknown,unknown,484,a,a
200,Round,J,SI2,0.31,Very Good,Very Good,Very Good,4.19,STK,STK,484,a,a
201,Round,K,SI2,0.36,Excellent,Excellent,Excellent,4.57,M,STK,484,a,a
202,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.38,M,STK,484,a,a
203,Round,L,VS1,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,484,a,a
204,Emerald,G,SI2,0.31,unknown,Very Good,Excellent,3.18,unknown,unknown,484,a,a
205,Round,M,SI1,0.4,Excellent,Excellent,Excellent,4.85,unknown,unknown,484,b,a
206,Round,K,VS2,0.3,Excellent,Very Good,Very Good,4.39,unknown,unknown,484,a,a
207,Round,L,VS2,0.3,Very Good,Very Good,Very Good,4.27,unknown,unknown,484,a,a
208,Round,L,VS2,0.3,Very Good,Very Good,Very Good,4.27,unknown,unknown,484,a,a
209,Round,F,SI1,0.18,Excellent,Excellent,Excellent,3.64,TN,M,486,a,a
210,Round,G,VS1,0.19,Excellent,Excellent,Excellent,3.77,M,STK,486,a,a
211,Emerald,F,SI1,0.24,unknown,Very Good,Excellent,2.78,unknown,unknown,486,a,a
212,Round,H,SI2,0.3,Excellent,Excellent,Excellent,4.26,unknown,unknown,486,a,a
213,Pear,J,SI1,0.3,unknown,Very Good,Very Good,3.57,M,VTK,486,a,a
214,Round,J,VS2,0.25,Excellent,Very Good,Excellent,4.07,unknown,unknown,486,a,a
215,Round,L,VS1,0.34,Excellent,Excellent,Excellent,4.48,unknown,unknown,486,a,a
216,Round,H,SI2,0.3,Excellent,Very Good,Excellent,4.27,unknown,unknown,486,a,a
217,Round,H,SI2,0.3,Very Good,Very Good,Excellent,4.21,TK,STK,486,a,a
218,Emerald,D,VVS2,0.19,unknown,Very Good,Very Good,2.77,unknown,unknown,486,a,a
219,Round,G,VVS2,0.19,Excellent,Very Good,Very Good,0.0,unknown,unknown,488,c,a
220,Round,I,SI2,0.31,Excellent,Excellent,Excellent,4.32,M,STK,488,a,a
221,Round,L,SI1,0.4,Very Good,Very Good,Very Good,4.68,M,STK,488,a,a
222,Round,L,VS1,0.34,Very Good,Very Good,Very Good,4.45,unknown,unknown,488,a,a
223,Emerald,D,VS1,0.19,unknown,Very Good,Very Good,2.6,unknown,unknown,488,a,a
224,Round,M,VS2,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,488,a,a
225,Round,M,VS1,0.3,Very Good,Excellent,Excellent,4.21,STK,TK,490,a,a
226,Round,M,SI1,0.34,Excellent,Excellent,Very Good,4.52,M,STK,490,a,a
227,Emerald,E,I1,0.32,unknown,Very Good,Very Good,3.33,STK,VTK,490,a,a
228,Round,G,SI2,0.3,Very Good,Very Good,Excellent,4.31,unknown,unknown,490,a,a
229,Round,K,I1,0.4,Very Good,Excellent,Excellent,4.68,M,STK,490,a,a
230,Round,D,SI1,0.21,Excellent,Very Good,Very Good,3.82,M,STK,490,a,a
231,Round,I,SI2,0.35,Excellent,Excellent,Excellent,4.52,unknown,unknown,490,a,a
232,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.26,VTN,STK,490,a,a
233,Round,K,VVS1,0.3,Very Good,Very Good,Excellent,4.27,unknown,unknown,490,a,a
234,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.32,TN,M,490,a,a
235,Round,D,VVS1,0.18,Very Good,Very Good,Excellent,3.68,STK,TK,492,a,a
236,Princess,K,VS2,0.31,unknown,Very Good,Very Good,3.72,M,STK,492,a,a
237,Round,D,SI1,0.18,Excellent,Excellent,Excellent,3.68,TN,M,492,a,a
238,Round,H,I1,0.3,Excellent,Excellent,Excellent,4.3,M,STK,492,a,a
239,Round,E,I2,0.31,Excellent,Excellent,Excellent,4.34,unknown,unknown,492,a,a
240,Round,K,SI1,0.3,Very Good,Very Good,Very Good,4.32,M,STK,492,a,a
241,Round,F,I1,0.3,Very Good,Excellent,Excellent,4.47,M,M,492,a,a
242,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,492,a,a
243,Round,K,SI1,0.3,Excellent,Excellent,Excellent,4.37,unknown,unknown,492,a,a
244,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.27,unknown,unknown,492,a,a
245,Round,L,VS1,0.3,Very Good,Excellent,Excellent,4.23,STK,TK,492,a,a
246,Emerald,E,SI2,0.3,unknown,Very Good,Very Good,3.14,unknown,unknown,494,a,a
247,Round,I,VVS1,0.18,Excellent,Very Good,Very Good,3.68,TN,M,494,a,a
248,Round,M,SI2,0.31,Excellent,Excellent,Excellent,4.33,M,STK,496,a,a
249,Round,D,SI1,0.18,Excellent,Excellent,Excellent,3.65,M,STK,496,a,a
250,Round,M,VS1,0.3,Very Good,Very Good,Very Good,4.21,STK,TK,496,a,a
251,Round,E,VVS2,0.18,Very Good,Very Good,Excellent,3.69,unknown,unknown,496,a,a
252,Round,K,VS2,0.31,Excellent,Excellent,Very Good,4.43,unknown,unknown,496,a,a
253,Round,E,IF,0.18,Excellent,Excellent,Excellent,3.76,TN,TN,496,a,a
254,Round,L,VS1,0.3,Very Good,Very Good,Excellent,4.2,STK,TK,496,a,a
255,Round,K,VVS2,0.3,Very Good,Excellent,Excellent,4.33,unknown,unknown,496,a,a
256,Round,G,VVS1,0.19,Excellent,Excellent,Excellent,3.74,STK,STK,498,a,a
257,Round,M,VS1,0.3,Excellent,Excellent,Excellent,4.35,M,M,498,a,a
258,Round,G,VVS1,0.19,Excellent,Excellent,Excellent,3.69,M,STK,498,a,a
259,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.68,M,STK,498,a,a
260,Round,E,VS1,0.18,Excellent,Very Good,Excellent,3.67,M,STK,498,a,a
261,Round,F,VS2,0.19,Excellent,Excellent,Excellent,3.74,M,STK,498,a,a
262,Radiant,H,SI2,0.3,unknown,Very Good,Very Good,3.29,unknown,unknown,500,b,a
263,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.3,M,M,500,a,a
264,Round,K,SI1,0.32,Excellent,Excellent,Excellent,4.36,STK,STK,500,a,a
265,Round,E,VS2,0.19,Excellent,Very Good,Very Good,0.0,unknown,unknown,500,c,a
266,Round,F,VS2,0.19,Excellent,Excellent,Excellent,0.0,unknown,unknown,500,c,a
267,Round,K,VS1,0.32,Excellent,Excellent,Excellent,4.41,unknown,unknown,500,a,a
268,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,500,a,a
269,Round,M,VVS2,0.31,Excellent,Very Good,Excellent,4.4,unknown,unknown,500,a,a
270,Emerald,I,VS2,0.31,unknown,Very Good,Very Good,3.13,unknown,unknown,500,a,a
271,Round,M,VVS2,0.32,Excellent,Excellent,Very Good,4.38,M,STK,500,a,a
272,Round,L,SI1,0.32,Excellent,Excellent,Excellent,4.38,M,STK,500,a,a
273,Round,J,VVS1,0.3,Excellent,Very Good,Excellent,4.25,unknown,unknown,500,a,a
274,Round,M,VS2,0.4,Excellent,Very Good,Excellent,4.65,unknown,unknown,500,a,a
275,Round,M,VS2,0.35,Excellent,Excellent,Excellent,4.49,unknown,unknown,500,a,a
276,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.25,unknown,unknown,500,a,a
277,Round,G,SI2,0.3,Excellent,Excellent,Excellent,4.23,unknown,unknown,500,a,a
278,Round,D,VS1,0.19,Excellent,Very Good,Excellent,3.73,M,STK,500,a,a
279,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.41,M,M,502,a,a
280,Round,M,VS2,0.3,Very Good,Very Good,Excellent,4.21,STK,TK,502,a,a
281,Round,L,SI1,0.3,Very Good,Very Good,Very Good,4.24,M,STK,502,a,a
282,Round,G,VS1,0.19,Excellent,Excellent,Excellent,3.68,M,STK,502,a,a
283,Round,E,SI2,0.3,Very Good,Very Good,Excellent,4.25,unknown,unknown,502,a,a
284,Round,E,VS2,0.18,Excellent,Excellent,Excellent,3.74,unknown,unknown,502,a,a
285,Emerald,E,VVS2,0.19,unknown,Very Good,Very Good,2.65,unknown,unknown,502,a,a
286,Round,L,SI2,0.4,Excellent,Excellent,Excellent,4.78,unknown,unknown,502,b,a
287,Round,L,SI2,0.4,Excellent,Excellent,Excellent,4.78,unknown,unknown,502,b,a
288,Round,K,SI2,0.34,Excellent,Excellent,Excellent,4.48,M,STK,502,a,a
289,Pear,J,SI1,0.34,unknown,Very Good,Excellent,3.91,unknown,unknown,502,a,a
290,Round,H,SI2,0.3,Excellent,Excellent,Excellent,4.29,M,STK,504,a,a
291,Round,L,VVS2,0.23,Excellent,Excellent,Excellent,3.94,unknown,unknown,504,a,a
292,Round,H,VVS1,0.19,Excellent,Excellent,Excellent,3.76,M,STK,504,a,a
293,Round,H,SI1,0.2,Very Good,Very Good,Excellent,3.8,M,M,504,a,a
294,Round,K,VS2,0.3,Very Good,Excellent,Excellent,4.22,STK,TK,504,a,a
295,Round,H,SI2,0.3,Excellent,Very Good,Excellent,4.3,unknown,unknown,504,a,a
