,cut,color,clarity,carat_weight,cut_quality,symmetry,polish,meas_width,girdle_min,girdle_max,total_sales_price,chosen_class,actual_class
130,Round,M,SI2,0.32,Excellent,Excellent,Excellent,4.39,M,STK,388,a,a
131,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.28,M,STK,390,a,a
132,Round,M,VVS2,0.3,Very Good,Excellent,Excellent,4.24,unknown,unknown,390,a,a
133,Round,L,VS1,0.3,Excellent,Very Good,Excellent,4.22,unknown,unknown,390,a,a
134,Round,K,SI2,0.3,Excellent,Very Good,Excellent,4.29,TN,STK,390,a,a
135,Round,M,SI1,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,390,a,a
136,Round,J,SI2,0.3,Very Good,Excellent,Excellent,4.33,unknown,unknown,390,a,a
137,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.29,M,TK,390,a,a
138,Round,M,VS2,0.3,Excellent,Very Good,Very Good,4.32,STK,M,390,a,a
139,Round,M,VS1,0.32,Very Good,Very Good,Excellent,4.31,M,TK,392,a,a
140,Round,M,VS1,0.32,Excellent,Very Good,Very Good,4.44,M,STK,392,a,a
141,Round,F,VS1,0.16,Excellent,Very Good,Very Good,3.61,unknown,unknown,392,a,a
142,Round,J,SI2,0.32,Excellent,Very Good,Very Good,4.39,unknown,unknown,392,a,a
143,Marquise,K,SI1,0.36,unknown,Very Good,Very Good,3.73,TK,VTK,392,b,a
144,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,392,a,a
145,Round,E,SI2,0.18,Excellent,Excellent,Excellent,3.64,STK,STK,394,a,a
146,Round,L,SI1,0.3,Very Good,Very Good,Excellent,4.21,STK,TK,394,a,a
147,Round,K,SI1,0.23,Excellent,Excellent,Excellent,3.99,M,STK,396,a,a
148,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.25,unknown,unknown,396,a,a
149,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,396,a,a
150,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.31,M,STK,396,a,a
151,Round,M,I1,0.41,Very Good,Very Good,Very Good,4.72,STK,TK,398,b,a
152,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.22,unknown,unknown,398,a,a
153,Round,K,SI1,0.3,Very Good,Excellent,Excellent,4.27,TN,TK,398,a,a
154,Princess,F,I1,0.32,unknown,Very Good,Very Good,3.51,XTK,XTK,400,c,a
155,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.29,unknown,unknown,400,a,a
156,Round,M,SI1,0.3,Very Good,Very Good,Very Good,4.21,unknown,unknown,400,a,a
157,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.31,M,STK,402,a,a
158,Emerald,D,SI2,0.23,unknown,Excellent,Excellent,3.04,unknown,unknown,402,a,a
159,Round,H,VS1,0.18,Very Good,Very Good,Very Good,3.7,STK,TK,402,a,a
160,Princess,I,I1,0.31,unknown,Very Good,Very Good,3.49,STK,VTK,404,b,a
161,Round,K,SI1,0.31,Excellent,Very Good,Excellent,4.3,unknown,unknown,404,a,a
162,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.31,M,STK,404,a,a
163,Round,E,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,c,a
164,Round,F,VVS2,0.16,Excellent,Excellent,Excellent,0.0,unknown,unknown,404,c,a
165,Round,F,VVS2,0.16,Excellent,Very Good,Very Good,0.0,unknown,unknown,404,c,a
166,Round,E,VVS2,0.16,Excellent,Very Good,Very Good,0.0,unknown,unknown,404,c,a
167,Round,F,VVS2,0.16,Excellent,Excellent,Very Good,0.0,unknown,unknown,404,c,a
168,Round,E,VVS2,0.16,Very Good,Very Good,Excellent,0.0,unknown,unknown,404,c,a
169,Round,F,VVS1,0.16,Excellent,Very Good,Very Good,0.0,unknown,unknown,404,c,a
170,Round,E,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,c,a
171,Round,K,VS2,0.3,Excellent,Very Good,Excellent,4.36,unknown,unknown,404,a,a
172,Round,E,I2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,406,a,a
173,Marquise,M,VS1,0.32,unknown,Very Good,Very Good,3.66,unknown,unknown,406,a,a
174,Round,G,VVS1,0.16,Excellent,Excellent,Excellent,0.0,unknown,unknown,406,c,a
175,Round,G,VVS2,0.16,Excellent,Very Good,Excellent,0.0,unknown,unknown,406,c,a
176,Round,G,VVS2,0.16,Excellent,Very Good,Very Good,0.0,unknown,unknown,406,c,a
177,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,406,a,a
178,Marquise,K,VS1,0.38,unknown,Very Good,Excellent,3.69,unknown,unknown,406,a,a
179,Round,M,SI1,0.3,Very Good,Very Good,Excellent,4.2,unknown,unknown,408,a,a
180,Round,J,SI2,0.31,Excellent,Very Good,Excellent,4.36,unknown,unknown,412,a,a
181,Round,L,SI2,0.31,Excellent,Excellent,Excellent,4.37,unknown,unknown,412,a,a
182,Round,L,VS2,0.33,Excellent,Very Good,Very Good,4.44,M,STK,412,a,a
183,Round,G,VVS2,0.18,Very Good,Very Good,Very Good,3.67,M,M,412,a,a
184,Round,F,VS2,0.19,Very Good,Very Good,Excellent,3.72,M,M,412,a,a
185,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.74,unknown,unknown,412,a,a
186,Emerald,G,VS1,0.18,unknown,Very Good,Excellent,2.6,unknown,unknown,412,a,a
187,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.22,unknown,unknown,414,a,a
188,Pear,I,SI2,0.31,unknown,Very Good,Excellent,0.0,unknown,unknown,414,c,a
189,Round,M,I1,0.4,Very Good,Very Good,Very Good,4.83,M,TK,416,b,a
190,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,416,a,a
191,Pear,J,SI1,0.3,unknown,Very Good,Very Good,3.62,unknown,unknown,416,a,a
192,Round,M,SI2,0.4,Excellent,Excellent,Very Good,4.71,M,STK,416,a,a
193,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.34,TN,STK,416,a,a
194,Round,M,VVS2,0.32,Excellent,Excellent,Excellent,4.42,unknown,unknown,416,a,a
195,Round,J,VS1,0.23,Very Good,Very Good,Very Good,3.95,unknown,unknown,416,a,a
196,Round,H,I1,0.3,Very Good,Excellent,Very Good,4.29,unknown,unknown,416,a,a
197,Round,M,VS1,0.31,Very Good,Excellent,Excellent,4.34,unknown,unknown,418,a,a
198,Round,J,I1,0.3,Excellent,Excellent,Very Good,4.33,M,STK,418,a,a
199,Round,G,VVS2,0.15,Excellent,Very Good,Very Good,3.4,M,unknown,418,a,a
200,Round,G,VVS2,0.15,Excellent,Very Good,Very Good,3.43,M,unknown,418,a,a
201,Round,H,VS2,0.18,Very Good,Very Good,Very Good,3.58,TK,TK,418,a,a
202,Marquise,J,VS2,0.3,unknown,Very Good,Excellent,3.44,unknown,unknown,418,a,a
203,Round,I,SI2,0.3,Very Good,Excellent,Excellent,4.21,M,STK,420,a,a
204,Round,J,I2,0.3,Excellent,Very Good,Very Good,0.0,M,STK,420,c,a
205,Round,E,I2,0.31,Excellent,Excellent,Excellent,4.34,unknown,unknown,420,a,a
206,Round,H,I1,0.3,Excellent,Excellent,Very Good,4.39,M,STK,420,a,a
207,Round,M,VVS1,0.3,Excellent,Excellent,Excellent,4.31,unknown,unknown,420,a,a
208,Round,G,SI2,0.3,Very Good,Very Good,Excellent,4.26,unknown,unknown,480,a,a
209,Round,F,SI2,0.3,Excellent,Very Good,Excellent,4.32,unknown,unknown,480,a,a
210,Round,F,SI2,0.3,Very Good,Very Good,Excellent,4.26,unknown,unknown,480,a,a
211,Round,K,SI1,0.3,Very Good,Excellent,Very Good,4.19,unknown,unknown,480,a,a
212,Round,K,SI1,0.3,Very Good,Excellent,Excellent,4.27,M,STK,480,a,a
213,Round,E,VS1,0.18,Excellent,Excellent,Very Good,3.68,M,STK,480,a,a
214,Round,E,VS2,0.18,Excellent,Very Good,Very Good,3.65,M,STK,480,a,a
215,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.28,M,STK,480,a,a
216,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.33,TN,M,480,a,a
217,Round,L,I1,0.43,Very Good,Excellent,Very Good,4.93,M,STK,482,b,a
218,Round,K,SI2,0.3,Very Good,Excellent,Excellent,4.22,unknown,unknown,482,a,a
219,Round,K,SI2,0.3,Excellent,Excellent,Very Good,4.28,TN,M,482,a,a
220,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.28,unknown,unknown,482,a,a
221,Round,M,VS2,0.37,Excellent,Excellent,Excellent,4.58,STK,STK,482,a,a
222,Round,L,VS2,0.35,Very Good,Very Good,Excellent,4.49,unknown,unknown,482,a,a
223,Round,L,SI1,0.3,Very Good,Excellent,Very Good,4.22,STK,TK,482,a,a
224,Round,M,VVS1,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,482,a,a
225,Round,J,SI2,0.31,Excellent,Excellent,Excellent,4.35,unknown,unknown,484,a,a
226,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.29,M,STK,484,a,a
227,Round,K,SI1,0.35,Very Good,Very Good,Excellent,4.63,TN,STK,484,a,a
228,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.21,unknown,unknown,484,a,a
229,Round,J,I1,0.4,Very Good,Excellent,Very Good,4.68,unknown,unknown,484,b,a
230,Round,F,I1,0.3,Very Good,Very Good,Very Good,4.22,STK,TK,484,a,a
231,Round,K,VS2,0.3,Excellent,Very Good,Very Good,4.39,unknown,unknown,484,a,a
232,Emerald,E,VS1,0.19,unknown,Very Good,Very Good,2.84,unknown,unknown,484,a,a
233,Round,G,VVS2,0.18,Very Good,Very Good,Excellent,3.63,unknown,unknown,484,a,a
234,Round,G,VVS2,0.18,Very Good,Very Good,Very Good,3.71,unknown,unknown,484,a,a
235,Round,M,VVS1,0.3,Excellent,Excellent,Excellent,4.29,STK,M,484,a,a
236,Oval,I,SI2,0.33,unknown,Excellent,Very Good,3.94,unknown,unknown,486,a,a
237,Round,E,SI1,0.19,Excellent,Excellent,Excellent,3.71,M,STK,486,a,a
238,Round,J,VS2,0.25,Excellent,Very Good,Excellent,4.07,unknown,unknown,486,a,a
239,Round,L,VS1,0.34,Excellent,Excellent,Excellent,4.48,unknown,unknown,486,a,a
240,Round,H,SI2,0.3,Excellent,Very Good,Excellent,4.34,unknown,unknown,486,a,a
241,Round,L,VS1,0.3,Excellent,Very Good,Excellent,4.29,unknown,unknown,486,a,a
242,Round,H,SI2,0.3,Excellent,Excellent,Excellent,4.27,unknown,unknown,486,a,a
243,Round,D,VS1,0.2,Very Good,Very Good,Excellent,3.76,M,M,488,a,a
244,Round,L,IF,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,488,a,a
245,Marquise,J,VS1,0.34,unknown,Very Good,Very Good,3.67,TK,TK,488,a,a
246,Round,E,I1,0.3,Excellent,Excellent,Excellent,4.3,M,STK,488,a,a
247,Round,L,VVS1,0.32,Excellent,Excellent,Excellent,4.36,unknown,unknown,488,a,a
248,Round,K,VS2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,488,a,a
249,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.2,unknown,unknown,488,a,a
250,Round,M,VS2,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,488,a,a
251,Oval,J,VS2,0.31,unknown,Very Good,Very Good,3.71,unknown,unknown,490,a,a
252,Round,K,SI2,0.39,Very Good,Very Good,Excellent,4.76,TN,TK,490,b,a
253,Emerald,E,I1,0.32,unknown,Very Good,Very Good,3.33,STK,VTK,490,a,a
254,Round,H,I1,0.35,Excellent,Excellent,Very Good,4.54,M,STK,490,a,a
255,Round,H,I1,0.34,Excellent,Excellent,Very Good,4.51,M,STK,490,a,a
256,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.2,unknown,unknown,490,a,a
257,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.29,STK,STK,490,a,a
258,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.37,M,STK,492,a,a
259,Emerald,I,VS2,0.3,unknown,Very Good,Excellent,3.32,unknown,unknown,492,a,a
260,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.32,unknown,unknown,492,a,a
261,Round,E,I2,0.31,Very Good,Very Good,Very Good,4.42,unknown,unknown,492,a,a
262,Round,F,I2,0.41,Excellent,Excellent,Very Good,4.74,M,STK,492,b,a
263,Emerald,J,VS2,0.3,unknown,Very Good,Very Good,3.26,TN,STK,492,a,a
264,Round,L,VS2,0.3,Very Good,Very Good,Excellent,4.2,unknown,unknown,492,a,a
265,Round,G,VVS1,0.18,Excellent,Excellent,Excellent,3.64,STK,STK,492,a,a
266,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.29,unknown,unknown,492,a,a
267,Round,F,VS2,0.19,Excellent,Excellent,Excellent,3.72,M,STK,492,a,a
268,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.31,M,STK,492,a,a
269,Pear,J,SI1,0.33,unknown,Very Good,Very Good,3.82,TN,TK,494,a,a
270,Marquise,J,VVS2,0.36,unknown,Very Good,Very Good,3.93,unknown,unknown,494,a,a
271,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.32,STK,M,494,a,a
272,Round,E,VVS1,0.18,Excellent,Excellent,Excellent,3.71,TN,M,494,a,a
273,Pear,D,I1,0.31,unknown,Very Good,Excellent,3.75,STK,VTK,496,a,a
274,Heart,M,VS1,0.31,unknown,Excellent,Very Good,4.4,TK,VTK,496,b,a
275,Round,J,I1,0.31,Very Good,Very Good,Excellent,4.3,M,STK,496,a,a
276,Round,J,I1,0.31,Very Good,Very Good,Excellent,4.29,STK,TK,496,a,a
277,Round,F,SI2,0.27,Excellent,Very Good,Very Good,4.16,M,STK,496,a,a
278,Round,K,VS1,0.36,Excellent,Excellent,Excellent,4.58,unknown,unknown,496,a,a
279,Round,J,VS2,0.31,Excellent,Excellent,Excellent,4.34,unknown,unknown,496,a,a
280,Round,D,I1,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,496,a,a
281,Round,E,IF,0.18,Excellent,Excellent,Excellent,3.76,TN,TN,496,a,a
282,Round,L,VS1,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,496,a,a
283,Round,G,VS1,0.19,Excellent,Excellent,Excellent,3.69,M,STK,498,a,a
284,Round,G,VVS1,0.19,Excellent,Excellent,Excellent,3.74,STK,STK,498,a,a
285,Marquise,I,VS2,0.3,unknown,Very Good,Excellent,3.6,TN,VTK,498,a,a
286,Round,G,I1,0.3,Very Good,Very Good,Excellent,4.21,TN,TK,498,a,a
287,Round,H,VVS2,0.19,Excellent,Excellent,Excellent,3.75,unknown,unknown,498,a,a
288,Round,K,SI1,0.33,Excellent,Excellent,Excellent,4.45,unknown,unknown,498,a,a
289,Pear,K,VVS1,0.31,unknown,Very Good,Excellent,3.71,unknown,unknown,498,a,a
290,Round,K,SI1,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,498,a,a
291,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.32,unknown,unknown,500,a,a
292,Round,D,VS2,0.15,Excellent,Excellent,Excellent,3.42,M,STK,500,a,a
293,Round,E,VS2,0.19,Excellent,Very Good,Very Good,0.0,unknown,unknown,500,c,a
294,Round,J,VS2,0.3,Very Good,Excellent,Excellent,4.21,unknown,unknown,500,a,a
