,cut,color,clarity,carat_weight,cut_quality,symmetry,polish,meas_width,girdle_min,girdle_max,total_sales_price,chosen_class,actual_class
56,Round,D,VS2,0.13,Excellent,Excellent,Excellent,3.31,M,M,334,a,a
57,Princess,J,I1,0.3,unknown,Very Good,Excellent,3.49,XTK,XTK,336,b,a
58,Round,M,SI1,0.3,Very Good,Very Good,Excellent,4.19,M,TK,336,a,a
59,Pear,M,VVS1,0.34,unknown,Very Good,Excellent,3.88,unknown,unknown,338,a,a
60,Round,M,VS1,0.3,Very Good,Excellent,Excellent,4.27,STK,TK,340,a,a
61,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.33,M,STK,342,a,a
62,Round,M,VVS2,0.23,Excellent,Excellent,Excellent,3.98,TN,STK,342,a,a
63,Round,D,VS1,0.13,Excellent,Excellent,Excellent,3.28,TN,M,342,a,a
64,Princess,J,SI2,0.32,unknown,Very Good,Very Good,3.85,TN,TK,344,a,a
65,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,344,a,a
66,Marquise,J,SI1,0.3,unknown,Very Good,Very Good,3.59,unknown,unknown,346,a,a
67,Round,M,SI1,0.3,Excellent,Very Good,Excellent,4.31,M,STK,348,a,a
68,Pear,K,SI1,0.3,unknown,Very Good,Excellent,3.84,unknown,unknown,352,a,a
69,Round,M,SI2,0.3,Excellent,Excellent,Excellent,4.29,M,STK,352,a,a
70,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,352,a,a
71,Round,M,VS2,0.34,Excellent,Excellent,Excellent,4.46,unknown,unknown,352,a,a
72,Oval,L,SI2,0.4,unknown,Very Good,Very Good,3.91,unknown,unknown,352,a,a
73,Round,K,SI2,0.3,Very Good,Very Good,Very Good,4.25,unknown,unknown,354,a,a
74,Round,M,SI1,0.3,Very Good,Very Good,Excellent,4.23,STK,TK,354,a,a
75,Round,F,VVS1,0.13,Excellent,Excellent,Excellent,3.3,M,STK,354,a,a
76,Round,J,I1,0.31,Very Good,Very Good,Excellent,4.23,unknown,unknown,358,a,a
77,Round,K,I2,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,358,a,a
78,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.3,unknown,unknown,358,a,a
79,Emerald,K,VS1,0.31,unknown,Very Good,Very Good,3.5,M,TK,358,a,a
80,Pear,J,VS2,0.3,unknown,Very Good,Very Good,3.88,unknown,unknown,360,a,a
81,Round,K,SI2,0.3,Very Good,Very Good,Very Good,4.25,unknown,unknown,362,a,a
82,Round,G,I1,0.32,Very Good,Very Good,Very Good,4.37,TN,TK,362,a,a
83,Round,J,SI2,0.31,Very Good,Very Good,Very Good,4.29,unknown,unknown,364,a,a
84,Round,J,SI1,0.19,Excellent,Excellent,Very Good,3.71,M,STK,364,a,a
85,Marquise,I,I1,0.37,Very Good,Very Good,Very Good,3.74,unknown,unknown,364,a,a
86,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.35,M,STK,366,a,a
87,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.33,unknown,unknown,368,a,a
88,Round,G,I1,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,368,a,a
89,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.32,M,STK,368,a,a
90,Round,L,VS2,0.3,Very Good,Very Good,Very Good,4.25,unknown,unknown,368,a,a
91,Round,I,I1,0.3,Excellent,Excellent,Very Good,4.32,M,STK,368,a,a
92,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,370,a,a
93,Round,F,VS1,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,370,c,a
94,Round,E,VS1,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,370,c,a
95,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.24,STK,TK,370,a,a
96,Round,M,SI1,0.31,Excellent,Excellent,Excellent,4.34,M,M,372,a,a
97,Round,J,I1,0.31,Excellent,Excellent,Excellent,4.41,M,STK,372,a,a
98,Round,G,VS2,0.16,Excellent,Very Good,Excellent,0.0,unknown,unknown,372,c,a
99,Round,G,I1,0.3,Very Good,Excellent,Excellent,4.22,unknown,unknown,376,a,a
100,Round,M,VS2,0.31,Very Good,Excellent,Excellent,4.28,STK,TK,376,a,a
101,Round,J,I1,0.3,Excellent,Excellent,Excellent,4.37,TN,M,376,a,a
102,Round,M,SI1,0.3,Very Good,Excellent,Excellent,4.18,TK,M,376,a,a
103,Round,H,I1,0.3,Very Good,Very Good,Excellent,4.19,unknown,unknown,378,a,a
104,Round,E,I2,0.3,Very Good,Very Good,Very Good,4.2,M,TK,378,a,a
105,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,378,a,a
106,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.3,M,STK,378,a,a
107,Oval,E,I1,0.3,unknown,Very Good,Excellent,3.86,unknown,unknown,378,a,a
108,Round,M,VS1,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,378,a,a
109,Round,M,VS1,0.31,Excellent,Excellent,Excellent,4.36,unknown,unknown,378,a,a
110,Marquise,J,SI2,0.32,unknown,Very Good,Very Good,3.44,unknown,unknown,380,a,a
111,Round,F,VVS1,0.15,Excellent,Very Good,Excellent,0.0,unknown,unknown,380,c,a
112,Round,G,VVS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
113,Round,E,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
114,Round,E,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
115,Round,E,VS2,0.15,Excellent,Excellent,Excellent,0.0,unknown,unknown,380,c,a
116,Round,E,VVS2,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
117,Round,E,VS1,0.15,Excellent,Very Good,Very Good,0.0,unknown,unknown,380,c,a
118,Round,E,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
119,Round,D,VS1,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
120,Round,F,VVS2,0.15,Excellent,Very Good,Excellent,0.0,unknown,unknown,380,c,a
121,Round,E,VS2,0.15,Very Good,Very Good,Very Good,0.0,unknown,unknown,380,c,a
122,Round,M,VS2,0.3,Very Good,Excellent,Excellent,4.22,unknown,unknown,380,a,a
123,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,384,a,a
124,Round,L,SI2,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,384,a,a
125,Round,J,VVS1,0.18,Excellent,Excellent,Excellent,3.72,TN,M,384,a,a
126,Round,I,I1,0.31,Excellent,Excellent,Excellent,4.35,M,STK,386,a,a
127,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,390,a,a
128,Round,M,SI1,0.3,Very Good,Excellent,Excellent,4.36,TN,STK,390,a,a
129,Pear,K,VS2,0.3,unknown,Very Good,Very Good,3.81,TK,VTK,390,b,a
130,Round,M,VVS2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,390,a,a
131,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.29,M,TK,390,a,a
132,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.29,unknown,unknown,390,a,a
133,Round,F,VS1,0.16,Excellent,Very Good,Very Good,3.61,unknown,unknown,392,a,a
134,Round,J,IF,0.16,Very Good,Very Good,Excellent,3.49,STK,STK,392,a,a
135,Round,G,I2,0.3,Excellent,Excellent,Excellent,4.33,M,STK,394,a,a
136,Round,K,SI2,0.3,Excellent,Very Good,Excellent,4.35,unknown,unknown,396,a,a
137,Round,M,VS2,0.3,Excellent,Very Good,Excellent,4.36,M,STK,396,a,a
138,Round,J,I1,0.31,Excellent,Excellent,Excellent,4.36,TN,STK,396,a,a
139,Emerald,L,SI1,0.33,unknown,Very Good,Very Good,3.57,M,M,396,a,a
140,Round,L,SI1,0.3,Very Good,Very Good,Very Good,4.39,M,TK,396,a,a
141,Round,K,SI1,0.23,Excellent,Excellent,Excellent,3.99,M,STK,396,a,a
142,Round,M,VS2,0.3,Very Good,Very Good,Excellent,4.34,unknown,unknown,396,a,a
143,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.28,TN,STK,396,a,a
144,Round,H,I1,0.3,Very Good,Very Good,Excellent,4.21,STK,TK,396,a,a
145,Round,L,SI1,0.3,Very Good,Very Good,Excellent,4.2,STK,TK,396,a,a
146,Round,M,I1,0.41,Very Good,Very Good,Very Good,4.72,STK,TK,398,a,a
147,Round,J,SI2,0.3,Very Good,Very Good,Very Good,4.22,unknown,unknown,398,a,a
148,Round,K,SI1,0.31,Excellent,Very Good,Excellent,4.35,unknown,unknown,398,a,a
149,Round,I,I1,0.31,Excellent,Excellent,Excellent,4.33,M,STK,398,a,a
150,Round,M,VS1,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,398,a,a
151,Round,L,SI2,0.3,Excellent,Excellent,Excellent,4.3,M,M,400,a,a
152,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.29,unknown,unknown,400,a,a
153,Heart,K,VS1,0.31,unknown,Very Good,Excellent,4.78,unknown,unknown,400,b,a
154,Round,K,SI1,0.31,Excellent,Excellent,Excellent,4.44,TN,M,402,a,a
155,Round,H,VS2,0.18,Very Good,Very Good,Very Good,3.62,M,TK,402,a,a
156,Round,H,VS1,0.18,Very Good,Very Good,Very Good,3.7,STK,TK,402,a,a
157,Round,E,VS2,0.17,Very Good,Very Good,Very Good,3.54,STK,STK,402,a,a
158,Round,H,I1,0.3,Excellent,Excellent,Very Good,4.28,TN,STK,402,a,a
159,Round,M,VS1,0.3,Very Good,Very Good,Excellent,4.24,unknown,unknown,402,a,a
160,Round,K,SI1,0.3,Excellent,Excellent,Excellent,0.0,unknown,unknown,404,c,a
161,Round,L,SI1,0.3,Excellent,Excellent,Excellent,4.34,STK,STK,404,a,a
162,Round,H,SI1,0.18,Excellent,Excellent,Excellent,3.69,M,M,404,a,a
163,Round,L,SI2,0.33,Excellent,Excellent,Excellent,4.44,M,M,404,a,a
164,Round,E,VVS2,0.16,Very Good,Very Good,Very Good,0.0,unknown,unknown,404,c,a
165,Round,E,VVS2,0.16,Very Good,Very Good,Excellent,0.0,unknown,unknown,404,c,a
166,Round,E,I2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,406,a,a
167,Round,K,SI1,0.3,Very Good,Very Good,Very Good,4.26,M,STK,406,a,a
168,Round,G,VVS1,0.16,Excellent,Excellent,Excellent,0.0,unknown,unknown,406,c,a
169,Round,G,VVS1,0.16,Very Good,Very Good,Excellent,0.0,unknown,unknown,406,c,a
170,Emerald,E,VVS2,0.17,unknown,Very Good,Very Good,2.74,unknown,unknown,406,a,a
171,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,406,a,a
172,Round,K,SI1,0.32,Excellent,Excellent,Very Good,4.38,unknown,unknown,408,a,a
173,Princess,J,SI2,0.3,unknown,Very Good,Very Good,3.68,M,STK,408,a,a
174,Round,G,I2,0.3,Very Good,Very Good,Excellent,4.32,unknown,unknown,408,a,a
175,Round,F,SI1,0.18,Very Good,Very Good,Excellent,3.62,TN,STK,408,a,a
176,Marquise,K,VS2,0.3,unknown,Very Good,Very Good,3.66,unknown,unknown,408,a,a
177,Emerald,D,SI2,0.24,unknown,Very Good,Very Good,3.04,unknown,unknown,408,a,a
178,Round,G,I2,0.3,Very Good,Very Good,Excellent,4.28,unknown,unknown,408,a,a
179,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,410,a,a
180,Marquise,J,VS2,0.3,unknown,Very Good,Excellent,3.63,unknown,unknown,410,a,a
181,Round,M,VS2,0.3,Very Good,Excellent,Excellent,4.18,STK,TK,410,a,a
182,Round,K,SI2,0.3,Very Good,Excellent,Excellent,4.33,TN,M,410,a,a
183,Princess,I,SI2,0.31,unknown,Very Good,Excellent,3.69,STK,TK,410,a,a
184,Round,I,IF,0.18,Very Good,Excellent,Excellent,3.61,M,STK,410,a,a
185,Marquise,I,VS2,0.3,unknown,Very Good,Very Good,3.55,STK,XTK,412,a,a
186,Round,J,SI2,0.31,Excellent,Very Good,Excellent,4.36,unknown,unknown,412,a,a
187,Round,L,VS2,0.33,Excellent,Very Good,Very Good,4.44,M,STK,412,a,a
188,Round,F,VS2,0.19,Very Good,Very Good,Excellent,3.72,M,M,412,a,a
189,Round,F,VS2,0.19,Very Good,Very Good,Very Good,3.7,M,M,412,a,a
190,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.74,unknown,unknown,412,a,a
191,Marquise,E,I1,0.3,unknown,Very Good,Excellent,3.4,unknown,unknown,414,a,a
192,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.24,M,TK,414,a,a
193,Round,M,SI2,0.37,Excellent,Excellent,Excellent,4.67,M,STK,416,a,a
194,Round,M,I1,0.4,Very Good,Very Good,Very Good,4.83,M,TK,416,a,a
195,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.35,unknown,unknown,416,a,a
196,Round,H,I1,0.3,Very Good,Excellent,Very Good,4.29,unknown,unknown,416,a,a
197,Pear,H,SI2,0.31,unknown,Very Good,Excellent,3.7,unknown,unknown,416,a,a
198,Round,I,I1,0.3,Excellent,Excellent,Excellent,4.38,M,M,416,a,a
199,Round,L,SI2,0.34,Excellent,Excellent,Excellent,4.46,M,STK,418,a,a
200,Round,L,VS2,0.3,Excellent,Excellent,Excellent,4.33,unknown,unknown,418,a,a
201,Round,F,SI1,0.2,Very Good,Very Good,Excellent,3.79,unknown,unknown,420,a,a
202,Round,G,SI2,0.3,Very Good,Very Good,Excellent,4.26,unknown,unknown,480,a,a
203,Round,G,SI2,0.3,Very Good,Excellent,Excellent,4.22,unknown,unknown,480,a,a
204,Round,F,SI2,0.3,Excellent,Very Good,Excellent,4.32,unknown,unknown,480,a,a
205,Round,F,SI2,0.3,Very Good,Very Good,Excellent,4.26,unknown,unknown,480,a,a
206,Round,M,VS2,0.3,Excellent,Excellent,Excellent,4.28,unknown,unknown,480,a,a
207,Princess,I,SI2,0.32,unknown,Very Good,Very Good,3.45,unknown,unknown,480,a,a
208,Round,E,VS1,0.18,Excellent,Excellent,Very Good,3.68,M,STK,480,a,a
209,Round,M,VS2,0.3,Very Good,Very Good,Very Good,4.2,unknown,unknown,480,a,a
210,Round,I,SI2,0.3,Excellent,Excellent,Excellent,4.31,M,STK,480,a,a
211,Round,K,SI2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,480,a,a
212,Round,E,SI1,0.19,Excellent,Excellent,Very Good,0.0,unknown,unknown,482,c,a
213,Round,G,I1,0.3,Excellent,Excellent,Excellent,4.34,M,STK,482,a,a
214,Round,G,VS1,0.18,Very Good,Excellent,Very Good,3.63,unknown,unknown,482,a,a
215,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.18,unknown,unknown,482,a,a
216,Emerald,I,VS2,0.3,unknown,Very Good,Very Good,3.1,unknown,unknown,482,a,a
217,Round,L,SI1,0.3,Excellent,Very Good,Excellent,4.28,unknown,unknown,482,a,a
218,Princess,J,VS2,0.31,unknown,Very Good,Excellent,3.79,unknown,unknown,484,a,a
219,Round,M,VVS2,0.3,Very Good,Very Good,Very Good,4.33,M,TK,484,a,a
220,Round,G,IF,0.19,Excellent,Excellent,Excellent,3.7,M,STK,484,a,a
221,Round,J,SI2,0.3,Very Good,Very Good,Excellent,4.24,unknown,unknown,484,a,a
222,Round,F,I1,0.3,Very Good,Very Good,Very Good,4.22,STK,TK,484,a,a
223,Emerald,D,VVS2,0.18,unknown,Very Good,Very Good,2.75,unknown,unknown,484,a,a
224,Emerald,E,VS1,0.19,unknown,Very Good,Excellent,2.65,unknown,unknown,484,a,a
225,Round,G,VVS2,0.18,Very Good,Very Good,Very Good,3.63,unknown,unknown,484,a,a
226,Round,G,VVS1,0.18,Very Good,Very Good,Excellent,3.62,unknown,unknown,484,a,a
227,Round,G,VVS2,0.18,Very Good,Very Good,Very Good,3.71,unknown,unknown,484,a,a
228,Round,K,SI1,0.3,Very Good,Very Good,Very Good,4.25,TK,M,484,a,a
229,Round,L,SI1,0.31,Excellent,Excellent,Very Good,4.31,M,STK,484,a,a
230,Round,K,SI1,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,484,a,a
231,Emerald,F,SI1,0.24,unknown,Very Good,Excellent,2.78,unknown,unknown,486,a,a
232,Round,J,VS2,0.25,Excellent,Very Good,Excellent,4.07,unknown,unknown,486,a,a
233,Round,G,VS1,0.18,Excellent,Excellent,Excellent,3.6,M,STK,486,a,a
234,Round,K,SI2,0.3,Very Good,Very Good,Excellent,4.18,unknown,unknown,486,a,a
235,Emerald,D,VS2,0.19,unknown,Very Good,Excellent,2.81,unknown,unknown,486,a,a
236,Round,H,SI2,0.3,Very Good,Very Good,Excellent,4.21,TK,STK,486,a,a
237,Marquise,J,VS1,0.34,unknown,Very Good,Very Good,3.67,TK,TK,488,a,a
238,Round,L,SI1,0.4,Very Good,Very Good,Very Good,4.68,M,STK,488,a,a
239,Round,L,SI2,0.37,Excellent,Excellent,Very Good,4.62,M,TK,488,a,a
240,Oval,J,VS2,0.31,unknown,Very Good,Very Good,3.71,unknown,unknown,490,a,a
241,Radiant,I,SI1,0.3,unknown,Excellent,Excellent,3.29,unknown,unknown,490,a,a
242,Round,M,SI1,0.34,Excellent,Excellent,Very Good,4.52,M,STK,490,a,a
243,Pear,E,VVS2,0.18,unknown,Excellent,Excellent,3.19,unknown,unknown,490,a,a
244,Round,M,VS1,0.3,Very Good,Excellent,Excellent,4.23,STK,TK,490,a,a
245,Round,H,I1,0.34,Excellent,Excellent,Very Good,4.51,M,STK,490,a,a
246,Round,F,SI2,0.3,Very Good,Very Good,Very Good,4.28,unknown,unknown,490,a,a
247,Emerald,D,VVS1,0.18,unknown,Very Good,Very Good,2.7,unknown,unknown,490,a,a
248,Round,L,VS2,0.3,Very Good,Very Good,Very Good,4.23,unknown,unknown,490,a,a
249,Round,L,VS2,0.3,Very Good,Very Good,Very Good,4.23,unknown,unknown,490,a,a
250,Round,M,VS1,0.32,Excellent,Excellent,Excellent,4.4,unknown,unknown,490,a,a
251,Round,M,VVS1,0.32,Excellent,Excellent,Excellent,4.45,unknown,unknown,490,a,a
252,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.32,unknown,unknown,492,a,a
253,Round,F,I1,0.3,Very Good,Excellent,Excellent,4.47,M,M,492,a,a
254,Round,D,VS2,0.18,Very Good,Excellent,Excellent,3.71,TN,STK,492,a,a
255,Round,E,VS1,0.18,Excellent,Excellent,Very Good,3.64,M,STK,492,a,a
256,Emerald,F,VVS1,0.19,unknown,Very Good,Very Good,2.57,unknown,unknown,492,a,a
257,Round,D,I2,0.33,Excellent,Excellent,Very Good,4.44,unknown,unknown,492,a,a
258,Round,J,SI2,0.3,Excellent,Excellent,Excellent,4.31,M,STK,492,a,a
259,Round,M,VVS2,0.3,Very Good,Very Good,Excellent,4.22,STK,TK,492,a,a
260,Round,F,SI2,0.24,Excellent,Very Good,Very Good,4.07,unknown,unknown,494,a,a
261,Princess,K,VS1,0.36,unknown,Very Good,Very Good,3.9,M,M,494,a,a
262,Round,M,VS1,0.3,Very Good,Very Good,Excellent,4.19,unknown,unknown,494,a,a
263,Round,F,VS1,0.18,Excellent,Excellent,Excellent,3.66,M,STK,494,a,a
264,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.68,M,STK,494,a,a
265,Round,M,SI2,0.31,Excellent,Excellent,Excellent,4.33,M,STK,496,a,a
266,Emerald,J,VS1,0.3,unknown,Very Good,Excellent,3.27,STK,TK,496,a,a
267,Round,K,VVS1,0.31,Excellent,Excellent,Excellent,4.4,M,M,496,a,a
268,Round,F,SI2,0.27,Excellent,Very Good,Very Good,4.16,M,STK,496,a,a
269,Round,K,VS2,0.31,Very Good,Very Good,Excellent,4.29,TN,STK,496,a,a
270,Round,H,SI2,0.3,Excellent,Excellent,Very Good,4.35,unknown,unknown,496,a,a
271,Emerald,D,VS1,0.19,unknown,Very Good,Very Good,2.8,unknown,unknown,496,a,a
272,Round,G,VVS1,0.19,Excellent,Excellent,Excellent,3.74,STK,STK,498,a,a
273,Round,M,VS1,0.3,Excellent,Excellent,Excellent,4.35,M,M,498,a,a
274,Round,H,VVS2,0.19,Excellent,Excellent,Excellent,3.75,unknown,unknown,498,a,a
275,Round,I,SI1,0.3,Excellent,Excellent,Excellent,4.36,unknown,unknown,498,a,a
276,Round,G,I1,0.3,Excellent,Excellent,Excellent,4.34,unknown,unknown,498,a,a
277,Round,E,VS1,0.18,Excellent,Excellent,Excellent,3.68,TN,M,498,a,a
278,Round,D,VS2,0.15,Excellent,Excellent,Excellent,3.42,M,STK,500,a,a
279,Round,K,VS1,0.32,Excellent,Excellent,Excellent,4.41,unknown,unknown,500,a,a
280,Round,L,VS2,0.31,Excellent,Excellent,Excellent,4.33,unknown,unknown,500,a,a
281,Round,M,VVS2,0.3,Excellent,Excellent,Excellent,4.3,unknown,unknown,500,a,a
282,Round,K,SI1,0.3,Very Good,Very Good,Very Good,4.22,STK,TK,500,a,a
283,Round,G,SI1,0.21,Excellent,Excellent,Excellent,3.87,TN,M,500,a,a
284,Round,L,VS2,0.3,Excellent,Very Good,Excellent,4.31,TN,M,500,a,a
285,Round,K,SI1,0.3,Excellent,Very Good,Excellent,4.28,M,STK,500,a,a
286,Round,J,SI2,0.3,Excellent,Excellent,Very Good,4.31,M,STK,500,a,a
287,Round,M,VS2,0.4,Excellent,Very Good,Excellent,4.65,unknown,unknown,500,a,a
288,Round,M,VS2,0.35,Excellent,Excellent,Excellent,4.49,unknown,unknown,500,a,a
289,Round,K,SI2,0.4,Very Good,Very Good,Very Good,4.59,unknown,unknown,500,a,a
290,Round,L,VS2,0.33,Excellent,Excellent,Excellent,4.42,unknown,unknown,500,a,a
291,Round,M,VS2,0.3,Excellent,Very Good,Excellent,4.28,M,STK,502,a,a
292,Round,K,SI2,0.3,Very Good,Very Good,Very Good,4.24,M,TK,502,a,a
293,Round,H,VS2,0.21,Excellent,Excellent,Excellent,3.85,M,STK,502,a,a
294,Emerald,I,SI1,0.3,unknown,Very Good,Excellent,3.19,VTK,VTK,502,b,a
295,Round,M,VS1,0.3,Very Good,Very Good,Excellent,4.27,unknown,unknown,502,a,a
